row,appid
866,819210
867,2396200
868,3008050
869,1138380
870,1038640
871,1901330
872,1408100
873,564980
874,3407810
875,1502560
876,3555760
877,2000770
878,575420
879,2549350
880,740410
881,3843570
882,1084420
883,2393180
884,3541650
885,1543000
886,3333840
887,3890120
888,724310
889,993520
890,3126300
891,2324260
892,2137750
893,2107590
894,2747560
895,2993430
896,3443660
897,3320960
898,3874960
899,3855970
900,2062940
901,282400
902,3268000
903,757450
904,3629330
905,3774220
906,1463170
907,3922340
908,1823670
909,2116710
910,1502170
911,2372190
912,526470
913,1764280
914,566250
915,2132860
916,1587700
917,1091010
918,1983330
919,1834640
920,2808280
921,3795870
922,307430
923,1045750
924,2763640
925,3250620
926,848780
927,1159700
928,3925270
929,2169580
930,1196130
931,2081730
932,2496800
933,2261610
934,3871890
935,2814340
936,1608310
937,3145340
938,958960
939,2987050
940,205830
941,1678520
942,493310
943,1533680
944,2935650
945,2702350
946,2736230
947,2858970
948,3523660
949,1271850
950,3368390
951,2804280
952,1686640
953,595650
954,1693380
955,1404070
956,2345000
957,705240
958,2456570
959,3452320
960,3079150
961,1171030
962,445550
963,2018500
964,2835650
965,1162590
966,2177690
967,975690
968,1933790
969,1575290
970,3280210
971,768290
972,113400
973,2153300
974,3538070
975,1656200
976,1324030
977,576480
978,677590
979,3159460
980,2923000
981,2984300
982,3816070
983,3311520
984,709920
985,2866330
986,1716810
987,2881170
988,1661950
989,1088880
990,2652570
991,1925700
992,1608720
993,1701320
994,2228720
995,1175600
996,2138000
997,258180
998,3023690
999,1718700
1000,552130
1001,3118740
1002,1840480
1003,1297820
1004,732030
1005,1482420
1006,1444090
1007,1157980
1008,2210670
1009,3229220
1010,820530
1011,930010
1012,2317120
1013,843180
1014,288710
1015,2072150
1016,2974140
1017,3101690
1018,2646870
1019,2322900
1020,486660
1021,1104270
1022,3818230
1023,3485380
1024,3347800
1025,938310
1026,3453400
1027,389810
1028,463940
1029,2528230
1030,1181900
1031,3217590
1032,3424740
1033,2318800
1034,3329220
1035,633970
1036,2792530
1037,2498830
1038,868480
1039,2995130
1040,1582510
1041,2074800
1042,705670
1043,1661580
1044,1337610
1045,395850
1046,936980
1047,1374010
1048,1400360
1049,557240
1050,2738520
1051,2246560
1052,3639970
1053,1733400
1054,3807940
1055,3378200
1056,2085920
1057,617350
1058,3737550
1059,287370
1060,906680
1061,215100
1062,1455850
1063,1348400
1064,1027480
1065,1644840
1066,3730460
